0.999713,5271
0.999963,805
0.999967,717
0.99997,649
0.999973,598
0.999974,564
0.999975,542
0.999976,528
0.999977,518
0.999977,511
0.999977,506
0.999978,503
0.999978,501
0.999978,500
0.999979,499
0.999979,498
0.999979,497
0.999979,496
0.999979,495
0.999979,495
0.999979,495
0.999979,495
0.999979,495
0.999979,495
0.999979,495
0.999979,495
0.999979,495
0.999979,495
0.99998,495
0.999982,495
0.999984,498
0.999985,499
0.999987,515
0.999989,543
0.99999,563
0.999992,563
0.999993,563
0.999994,563
0.999996,536
0.999997,481
0.999998,409
0.999998,364
0.999999,312
0.999999,265
0.999999,208
0.999999,173
1,132
1,109
0.999999,133
0.999999,83
0.999999,82
0.999999,74
0.999999,89
0.999999,91
0.999999,92
0.999999,95
0.999999,92
0.999999,86
0.999999,83
0.999999,73
0.999999,70
0.999999,65
1,59
1,49
1,45
1,35
1,23
1,12
1,10
1,7
1,8
1,8
1,7
1,5
0.999999,24
0.999999,24
0.999999,24
0.999999,37
0.999999,134
0.999999,151
0.999999,176
0.999999,207
0.999999,206
0.999999,209
0.999999,197
0.999999,167
0.999999,149
0.999999,132
0.999999,96
0.999999,67
0.999999,57
0.999999,50
0.999999,40
0.999999,29
0.999999,24
0.999999,19
1,17
1,16
1,16
1,15
1,11
1,4
1,1
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,5
1,5
1,5
1,5
1,5
0.999999,8
0.999999,8
0.999999,8
0.999999,8
0.999999,8
0.999999,14
0.999999,14
0.999999,20
0.999999,26
0.999999,26
0.999999,26
0.999999,26
0.999999,25
0.999999,24
0.999999,22
1,20
1,18
1,13
1,12
1,6
1,4
1,4
0.999999,9
1,9
1,12
1,12
1,16
1,14
1,10
1,10
1,10
1,9
0.999999,15
0.999999,12
0.999999,9
1,8
1,8
1,7
1,7
1,4
1,1
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
