



















0,2848,0.790997,151,147,329,328,0,2,0,0,0,4.04437
0,2848,0.791738,153,151,329,328,0,2,2,0,0,16.5529
0,2848,0.829341,155,152,329,328,0,2,2,0,0,16.6422
0,2848,0.81819,157,152,329,343,0,2,2,0,0,7.49187
0,2848,0.819189,159,154,329,343,0,2,2,0,0,21.4408
0,2848,0.818146,161,156,329,343,0,2,2,0,0,12.3593
0,2848,0.842124,163,160,329,329,0,2,2,0,0,6.65228
0,2848,0.842124,165,162,329,329,0,2,2,0,0,19.8793
0,2848,0.836843,167,164,329,329,0,2,2,0,0,22.0445
0,2848,0.843834,169,152,329,331,0,2,2,0,0,4.71119
0,2848,0.843834,171,154,329,331,0,2,2,0,0,19.0354
0,2848,0.836497,173,156,329,331,0,2,2,0,0,21.8105
0,2848,0.794968,175,172,329,349,0,2,2,0,0,3.29937
0,2848,0.801637,177,174,329,349,0,2,2,0,0,19.4209
0,2848,0.801637,179,176,329,349,0,2,2,0,0,21.9739
0,2848,0.745536,181,177,329,350,1,2,2,0,0,2.35173
0,2848,0.808218,183,180,329,349,0,2,2,0,0,19.9894
0,2848,0.808218,185,182,329,349,0,2,2,0,0,18.7552
0,2848,0.844901,187,184,329,328,0,2,2,0,0,4.72371
0,2848,0.844901,189,186,329,328,0,2,2,0,0,17.8746
0,2848,0.844901,191,188,329,328,0,2,2,0,0,19.8351
0,2848,0.844901,193,190,329,328,0,2,2,0,0,3.7015
0,2848,0.844901,195,195,329,328,0,2,2,0,0,17.899
0,2848,0.844901,197,197,329,328,0,2,2,0,0,13.2846
0,2848,0.844901,199,199,329,328,0,2,2,0,0,4.02346
0,2848,0.844901,201,201,329,328,0,2,2,0,0,18.0675
0,2848,0.844901,203,203,329,328,0,2,2,0,0,17.9947
0,2848,0.844901,205,205,329,328,0,2,2,0,0,4.16056
0,2848,0.844901,207,207,329,328,0,2,2,0,0,19.4612
0,2848,0.844901,209,209,329,328,0,2,2,0,0,16.5669
0,2848,0.844901,211,211,329,328,0,2,2,0,0,4.24937
0,2848,0.844901,213,213,329,328,0,2,2,0,0,19.0553
0,2848,0.844901,215,215,329,328,0,2,2,0,0,12.7204
0,2848,0.844901,217,217,329,328,0,2,2,0,0,5.13057
0,2848,0.844901,219,219,329,328,0,2,2,0,0,7.8024
0,2848,0.844901,221,221,329,328,0,2,2,0,0,21.078
0,2848,0.844901,223,223,329,328,0,2,2,0,0,4.51159
0,2848,0.844901,225,225,329,328,0,2,2,0,0,19.9695
0,2848,0.844901,227,227,329,328,0,2,2,0,0,19.9885
0,2848,0.844901,229,229,329,328,0,2,2,0,0,4.55326
0,2848,0.844901,231,231,329,328,0,2,2,0,0,17.8653
0,2848,0.844901,233,233,329,328,0,2,2,0,0,17.8302
0,2848,0.844901,235,235,329,328,0,2,2,0,0,4.45923
0,2848,0.844901,237,237,329,328,0,2,2,0,0,18.426
0,2848,0.844901,239,239,329,328,0,2,2,0,0,19.0318
0,2848,0.844901,241,241,329,328,0,2,2,0,0,3.44108
0,2848,0.844901,243,243,329,328,0,2,2,0,0,16.8865
0,2848,0.844901,245,245,329,328,0,2,2,0,0,19.2811
0,2848,0.844901,247,247,329,328,0,2,2,0,0,4.54958
0,2848,0.844901,249,249,329,328,0,2,2,0,0,16.345
0,2848,0.844901,251,251,329,328,0,2,2,0,0,18.7701
0,2848,0.844901,253,253,329,328,0,2,2,0,0,5.25123
0,2848,0.844901,255,255,329,328,0,2,2,0,0,17.5029
0,2848,0.844901,257,257,329,328,0,2,2,0,0,18.5125
0,2848,0.844901,259,259,329,328,0,2,2,0,0,4.58942
0,2848,0.844901,261,261,329,328,0,2,2,0,0,14.0329
0,2848,0.844901,263,263,329,328,0,2,2,0,0,17.8467
0,2848,0.844901,265,265,329,328,0,2,2,0,0,4.40084
0,2848,0.844901,267,267,329,328,0,2,2,0,0,17.9014
0,2848,0.844901,269,269,329,328,0,2,2,0,0,18.2502
0,2848,0.844901,271,271,329,328,0,2,2,0,0,4.07453
0,2848,0.844901,273,273,329,328,0,2,2,0,0,17.648
0,2848,0.844901,275,275,329,328,0,2,2,0,0,13.0525
0,2848,0.844901,277,277,329,328,0,2,2,0,0,4.81585
0,2848,0.844901,279,279,329,328,0,2,2,0,0,16.9198
0,2848,0.844901,281,281,329,328,0,2,2,0,0,19.9432
0,2848,0.844901,283,283,329,328,0,2,2,0,0,4.34015
0,2848,0.844901,285,285,329,328,0,2,2,0,0,15.38
0,2848,0.844901,287,287,329,328,0,2,2,0,0,17.7176
0,2848,0.844901,289,289,329,328,0,2,2,0,0,2.55923
0,2848,0.844901,291,291,329,328,0,2,2,0,0,14.7444
0,2848,0.844901,293,293,329,328,0,2,2,0,0,18.5781
0,2848,0.844901,295,295,329,328,0,2,2,0,0,4.4199
0,2848,0.844901,297,297,329,328,0,2,2,0,0,17.2677
0,2848,0.844901,299,299,329,328,0,2,2,0,0,19.9594
0,2848,0.844901,301,301,329,328,0,2,2,0,0,3.83535
0,2848,0.844901,303,303,329,328,0,2,2,0,0,17.9955
0,2848,0.844901,305,305,329,328,0,2,2,0,0,20.1996
0,2848,0.844901,307,307,329,328,0,2,2,0,0,3.70057
0,2848,0.844901,309,309,329,328,0,2,2,0,0,19.1698
0,2848,0.844901,311,311,329,328,0,2,2,0,0,18.6617
0,2848,0.844901,313,313,329,328,0,2,2,0,0,4.37025
0,2848,0.844901,315,315,329,328,0,2,2,0,0,15.5367
0,2848,0.844901,317,317,329,328,0,2,2,0,0,17.238
0,2848,0.844901,319,319,329,328,0,2,2,0,0,4.60346
0,2848,0.844901,321,321,329,328,0,2,2,0,0,17.2573
0,2848,0.844901,323,323,329,328,0,2,2,0,0,18.3458
0,2848,0.844901,325,325,329,328,0,2,2,0,0,3.90779
0,2848,0.844901,327,327,329,328,0,2,2,0,0,18.619
0,2848,0.844901,329,329,329,328,0,2,2,0,0,20.1131
0,2848,0.922704,331,327,329,328,1,2,2,0,0,5.4471
0,2848,0.922704,333,329,329,328,1,2,2,0,0,18.65
0,2848,0.922704,335,331,329,328,1,2,2,0,0,12.8821
0,2848,0.922704,337,333,329,328,1,2,2,0,0,5.77484
0,2848,0.922704,339,335,329,328,1,2,2,0,0,18.2498
0,2848,0.922704,341,337,329,328,1,2,2,0,0,19.6258
0,2848,0.922704,343,339,329,328,1,2,2,0,0,6.18613
0,2848,0.922704,345,341,329,328,1,2,2,0,0,20.53
0,2848,0.922704,347,343,329,328,1,2,2,0,0,18.3955
0,2848,0.922704,349,345,329,328,1,2,2,0,0,4.33136
0,2848,0.922704,351,347,329,328,1,2,2,0,0,20.2784
0,2848,0.922704,353,349,329,328,1,2,2,0,0,20.5016
0,2848,0.922704,355,351,329,328,1,2,2,0,0,6.48075
0,2848,0.922704,357,353,329,328,1,2,2,0,0,18.5104
0,2848,0.922704,359,355,329,328,1,2,2,0,0,20.7286
0,2848,0.922704,361,357,329,328,1,2,2,0,0,3.34186
0,2848,0.922704,363,359,329,328,1,2,2,0,0,17.2073
0,2848,0.922704,365,361,329,328,1,2,2,0,0,12.4753
